"","word","ar_orf","es_orf","mx_orf","aes_orf","ar_ord","es_ord","mx_ord","aes_ord"
"35570","tadlitata",0.72,0,0,0.23,0.16,0,0,0.05
"35571","tado",0.12,0,0,0.04,0.08,0,0,0.02
"35572","tafeta",0.12,0,0,0.04,0.08,0,0,0.02
"35573","tafi",0.12,0,0,0.04,0.08,0,0,0.02
"35574","tagüé",0.12,0,0,0.04,0.08,0,0,0.02
"35575","tah",0.36,0.1,0.13,0.19,0.08,0.05,0.08,0.07
"35576","tahití",0.12,0.19,0.13,0.15,0.08,0.11,0.08,0.09
"35577","tahtahtardece",0.12,0,0,0.04,0.08,0,0,0.02
"35578","taimado",0.12,0,0,0.04,0.08,0,0,0.02
"35579","taims",0.12,0,0,0.04,0.08,0,0,0.02
"35580","taita",0.24,0,0,0.08,0.16,0,0,0.05
"35581","taiwanés",0.12,0,0,0.04,0.08,0,0,0.02
"35582","taj",0.24,0,0,0.08,0.08,0,0,0.02
"35583","tajada",0.24,0.1,0.13,0.15,0.08,0.05,0.08,0.07
"35584","tajeó",0.12,0,0,0.04,0.08,0,0,0.02
"35585","tajito",0.12,0,0,0.04,0.08,0,0,0.02
"35586","tajo",0.24,0.29,0.13,0.23,0.16,0.16,0.08,0.14
"35587","tajos",0.12,0,0,0.04,0.08,0,0,0.02
"35588","take",1.32,0.1,0.8,0.68,0.08,0.05,0.25,0.12
"35589","takeoff",0.12,0,0,0.04,0.08,0,0,0.02
"35590","taking",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"35591","tal",49.43,67.83,53.15,57.8,8.12,8.09,8.49,8.21
"35592","talaca",0.24,0,0,0.08,0.08,0,0,0.02
"35593","taladro",0.12,0.1,0.27,0.15,0.08,0.05,0.08,0.07
"35594","tálamo",0.12,0,0,0.04,0.08,0,0,0.02
"35595","talamour",0.12,0,0,0.04,0.08,0,0,0.02
"35596","talas",0.12,0,0,0.04,0.08,0,0,0.02
"35597","talcahuano",0.24,0,0,0.08,0.08,0,0,0.02
"35598","talento",2.87,1.82,3.59,2.66,0.94,0.71,1.01,0.86
"35599","talentos",0.36,0,0.27,0.19,0.16,0,0.08,0.07
"35600","talentosa",0.6,0,0,0.19,0.23,0,0,0.07
"35601","talentoso",0.84,0.19,0.27,0.42,0.39,0.11,0.17,0.21
"35602","tales",0.36,0.67,0.53,0.53,0.23,0.38,0.34,0.33
"35603","talía",0.12,0,0,0.04,0.08,0,0,0.02
"35604","talla",0.6,0.77,0.4,0.61,0.23,0.44,0.17,0.3
"35605","tallado",0.12,0,0,0.04,0.08,0,0,0.02
"35606","tallados",0.12,0,0,0.04,0.08,0,0,0.02
"35607","tallando",0.24,0,0.13,0.11,0.08,0,0.08,0.05
"35608","tallarín",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"35609","tallarines",0.36,0,0.13,0.15,0.23,0,0.08,0.09
"35610","talle",0.48,0.1,1.06,0.49,0.31,0.05,0.42,0.23
"35611","taller",2.63,3.92,0.93,2.66,1.17,1.15,0.5,0.98
"35612","talleres",0.72,0.19,0.27,0.38,0.39,0.11,0.17,0.21
"35613","talleristas",0.12,0,0,0.04,0.08,0,0,0.02
"35614","tallitos",0.12,0,0,0.04,0.08,0,0,0.02
"35615","tallo",0.12,0.29,0.13,0.19,0.08,0.11,0.08,0.09
"35616","talmira",0.24,0,0,0.08,0.08,0,0,0.02
"35617","talmud",0.12,0,0,0.04,0.08,0,0,0.02
"35618","talón",0.36,0.29,0.27,0.3,0.23,0.16,0.17,0.19
"35619","talones",0.24,0.19,0.27,0.23,0.16,0.11,0.17,0.14
"35620","talvez",0.12,0,0,0.04,0.08,0,0,0.02
"35621","tam",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"35622","tamaña",0.24,0,0.13,0.11,0.08,0,0.08,0.05
"35623","tamaño",1.91,2.3,2.39,2.2,0.86,1.09,1.18,1.05
"35624","tamaños",0.12,0.1,0.27,0.15,0.08,0.05,0.17,0.09
"35625","támara",0.36,0.1,0.27,0.23,0.08,0.05,0.17,0.09
"35626","tamb",0.48,0.86,0,0.49,0.08,0.16,0,0.09
"35627","tambiéeeeeen",0.12,0,0,0.04,0.08,0,0,0.02
"35628","también",143.61,137.38,139.92,140.08,9.61,9.23,9.5,9.42
"35629","tambor",0.24,0.86,0.53,0.57,0.16,0.33,0.17,0.23
"35630","tamborcito",0.12,0,0,0.04,0.08,0,0,0.02
"35631","tambores",0.24,1.24,0.13,0.61,0.08,0.44,0.08,0.23
"35632","tamboril",0.12,0,0,0.04,0.08,0,0,0.02
"35633","tamburrini",0.12,0,0,0.04,0.08,0,0,0.02
"35634","tamerlan",0.12,0,0,0.04,0.08,0,0,0.02
"35635","tampoco",37.34,35.3,27.9,33.83,7.89,7.16,6.81,7.28
"35636","tan",85.09,108.1,157.06,114.79,9.14,9.02,9.33,9.14
"35637","tana",8.02,0,0,2.54,0.31,0,0,0.09
"35638","tanda",0.84,0,0.27,0.34,0.31,0,0.17,0.14
"35639","tándem",0.12,0,0,0.04,0.08,0,0,0.02
"35640","tang",0.12,0,0,0.04,0.08,0,0,0.02
"35641","tangamos",0.12,0,0,0.04,0.08,0,0,0.02
"35642","tangazo",0.24,0,0,0.08,0.08,0,0,0.02
"35643","tangerine",0.12,0,0,0.04,0.08,0,0,0.02
"35644","tangible",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"35645","tango",7.78,1.53,2.13,3.68,1.56,0.33,0.59,0.77
"35646","tangos",1.08,0.1,0.27,0.46,0.62,0.05,0.17,0.26
"35647","tangueadito",0.12,0,0,0.04,0.08,0,0,0.02
"35648","tanguearé",0.24,0,0,0.08,0.08,0,0,0.02
"35649","tanguera",0.12,0,0,0.04,0.08,0,0,0.02
"35650","tangueras",0.12,0,0,0.04,0.08,0,0,0.02
"35651","tanguero",0.24,0,0,0.08,0.16,0,0,0.05
"35652","tangueros",0.12,0,0,0.04,0.08,0,0,0.02
"35653","tanguillo",0.12,0.19,0,0.11,0.08,0.05,0,0.05
"35654","tanguitas",0.12,0,0,0.04,0.08,0,0,0.02
"35655","tañido",0.12,0,0,0.04,0.08,0,0,0.02
"35656","tanito",0.48,0,0,0.15,0.16,0,0,0.05
"35657","tano",8.98,1.91,0.13,3.65,0.23,0.16,0.08,0.16
"35658","tanos",0.24,0,0,0.08,0.16,0,0,0.05
"35659","tanque",1.8,1.05,2.39,1.67,0.55,0.27,0.67,0.47
"35660","tanquilo",0.12,0,0,0.04,0.08,0,0,0.02
"35661","tanta",10.53,8.9,9.57,9.61,4.61,3.66,3.95,4.02
"35662","tantanako",0.24,0,0,0.08,0.08,0,0,0.02
"35663","tantas",5.86,6.89,9.7,7.37,2.58,2.95,3.87,3.09
"35664","tanto",56.49,49.84,54.61,53.31,8.75,8.14,8.82,8.51
"35665","tantos",5.03,5.26,7.04,5.7,2.42,2.51,2.69,2.53
"35666","tántrico",0.12,0,0,0.04,0.08,0,0,0.02
"35667","tao",0.24,0,0.13,0.11,0.08,0,0.08,0.05
"35668","tapa",3.59,1.34,0.53,1.82,1.48,0.66,0.25,0.79
"35669","tapaba",0.12,0,0,0.04,0.08,0,0,0.02
"35670","tapábamos",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"35671","tapada",0.36,0.19,0.27,0.27,0.16,0.11,0.17,0.14
"35672","tapadas",0.12,0,0,0.04,0.08,0,0,0.02
"35673","tapado",0.84,0.1,0.13,0.34,0.47,0.05,0.08,0.19
"35674","tapados",0.24,0,0,0.08,0.08,0,0,0.02
"35675","tápalo",0.48,0.1,0,0.19,0.16,0.05,0,0.07
"35676","tapan",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"35677","tapar",0.72,0.29,0.27,0.42,0.39,0.16,0.08,0.21
"35678","taparemos",0.12,0,0,0.04,0.08,0,0,0.02
"35679","taparle",0.36,0,0.27,0.19,0.23,0,0.17,0.12
"35680","taparlos",0.12,0,0,0.04,0.08,0,0,0.02
"35681","taparte",0.12,0,0,0.04,0.08,0,0,0.02
"35682","tapas",0.36,0.1,0.4,0.27,0.23,0.05,0.17,0.14
"35683","tapaste",0.12,0,0,0.04,0.08,0,0,0.02
"35684","tápate",0.6,1.34,0.27,0.8,0.31,0.44,0.08,0.3
"35685","tapau",0.12,0,0,0.04,0.08,0,0,0.02
"35686","tapen",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"35687","tapera",0.12,0,0,0.04,0.08,0,0,0.02
"35688","tapia",0.12,0.19,0.13,0.15,0.08,0.11,0.08,0.09
"35689","tapial",0.12,0,0,0.04,0.08,0,0,0.02
"35690","tapié",0.12,0,0,0.04,0.08,0,0,0.02
"35691","tapita",0.24,0,0,0.08,0.16,0,0,0.05
"35692","tapizada",0.12,0,0,0.04,0.08,0,0,0.02
"35693","tapizado",0.48,0,0.27,0.23,0.23,0,0.17,0.12
"35694","tapizados",0.24,0,0,0.08,0.16,0,0,0.05
"35695","tapo",0.24,0.19,0.4,0.27,0.16,0.11,0.25,0.16
"35696","tapó",0.24,0,0.13,0.11,0.08,0,0.08,0.05
"35697","tapón",0.12,0.77,0,0.34,0.08,0.22,0,0.12
"35698","tapones",0.24,0.1,0.13,0.15,0.16,0.05,0.08,0.09
"35699","tapuo",1.08,0,0,0.34,0.08,0,0,0.02
"35700","taquicardia",0.12,0.19,0,0.11,0.08,0.05,0,0.05
"35701","taquicardias",0.12,0,0,0.04,0.08,0,0,0.02
"35702","taquigrafía",0.12,0,0.4,0.15,0.08,0,0.17,0.07
"35703","taquitos",0.24,0.1,0.13,0.15,0.08,0.05,0.08,0.07
"35704","tar",0.12,0.29,0,0.15,0.08,0.05,0,0.05
"35705","tarabuco",0.12,0,0,0.04,0.08,0,0,0.02
"35706","tarada",0.84,0.19,0.27,0.42,0.31,0.11,0.17,0.19
"35707","taraditos",0.12,0,0,0.04,0.08,0,0,0.02
"35708","tarado",4.79,0,1.06,1.82,2.11,0,0.5,0.77
"35709","tarados",0.24,0.19,0.27,0.23,0.08,0.11,0.17,0.12
"35710","tarambana",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"35711","tarantini",0.12,0,0,0.04,0.08,0,0,0.02
"35712","tarantino",0.12,0,0,0.04,0.08,0,0,0.02
"35713","tararea",1.68,0.57,0,0.76,0.7,0.16,0,0.28
"35714","tarareando",0.72,0,0,0.23,0.16,0,0,0.05
"35715","tararear",0.12,0,0,0.04,0.08,0,0,0.02
"35716","tarareo",0.12,0,0,0.04,0.08,0,0,0.02
"35717","tararira",0.12,0,0,0.04,0.08,0,0,0.02
"35718","tarasca",0.12,0,0,0.04,0.08,0,0,0.02
"35719","tarda",1.56,0.96,2.92,1.71,0.86,0.49,1.43,0.86
"35720","tardaba",0.24,0,0,0.08,0.16,0,0,0.05
"35721","tardaban",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"35722","tardado",0.12,1.05,0.27,0.53,0.08,0.55,0.17,0.3
"35723","tardan",0.72,0.77,1.06,0.84,0.39,0.44,0.67,0.49
"35724","tardando",0.12,0.38,0.53,0.34,0.08,0.22,0.25,0.19
"35725","tardanza",0.36,0,0.53,0.27,0.23,0,0.25,0.14
"35726","tardar",1.08,1.44,1.59,1.37,0.7,0.82,0.59,0.72
"35727","tardará",0.24,1.34,1.86,1.14,0.16,0.66,1.01,0.6
"35728","tardaré",0.24,0.29,0.93,0.46,0.16,0.16,0.5,0.26
"35729","tardaron",0.12,0.19,0.13,0.15,0.08,0.11,0.08,0.09
"35730","tardas",0.36,0.1,0.13,0.19,0.16,0.05,0.08,0.09
"35731","tardás",0.36,0,0,0.11,0.23,0,0,0.07
"35732","tardaste",0.36,0,0.8,0.34,0.23,0,0.34,0.16
"35733","tarde",39.49,53,40.66,45.19,8.52,7.65,7.65,7.91
"35734","tardé",0.24,0.38,0.66,0.42,0.16,0.22,0.42,0.26
"35735","tárde",0.12,0,0,0.04,0.08,0,0,0.02
"35736","tardecita",0.36,0,0.27,0.19,0.23,0,0.17,0.12
"35737","tardes",11.37,12.92,12.62,12.34,3.2,3.66,3.7,3.53
"35738","tardía",0.24,0.19,0.13,0.19,0.16,0.11,0.08,0.12
"35739","tardísimo",0.6,0.1,0.53,0.38,0.31,0.05,0.25,0.19
"35740","tardó",0.84,0.96,2.66,1.41,0.47,0.55,1.43,0.77
"35741","tare",0.12,0,0,0.04,0.08,0,0,0.02
"35742","tarea",3.59,0.86,3.45,2.47,1.41,0.44,1.43,1
"35743","tareas",1.32,0.77,0.66,0.91,0.78,0.33,0.42,0.49
"35744","target",0.12,0,0,0.04,0.08,0,0,0.02
"35745","tarifa",0.36,0.19,0.27,0.27,0.16,0.11,0.17,0.14
"35746","tarifas",0.12,0.29,0.13,0.19,0.08,0.16,0.08,0.12
"35747","tarijetas",0.12,0,0,0.04,0.08,0,0,0.02
"35748","tarima",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"35749","tarj",0.12,0,0,0.04,0.08,0,0,0.02
"35750","tarjeta",2.87,2.58,2.52,2.66,1.56,1.2,1.09,1.28
"35751","tarjetas",1.08,1.05,0.4,0.87,0.31,0.44,0.25,0.35
"35752","tarjetitas",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"35753","taro",0.12,0,0,0.04,0.08,0,0,0.02
"35754","tarot",0.24,0,0,0.08,0.16,0,0,0.05
"35755","tarta",0.84,2.58,0,1.29,0.39,0.82,0,0.47
"35756","tartamudea",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"35757","tartamudeando",0.24,0,0,0.08,0.16,0,0,0.05
"35758","tartamudear",0.12,0,0,0.04,0.08,0,0,0.02
"35759","tartamudo",0.12,0.19,0,0.11,0.08,0.05,0,0.05
"35760","tartare",0.12,0,0,0.04,0.08,0,0,0.02
"35761","tarúpido",0.12,0,0,0.04,0.08,0,0,0.02
"35762","tarzán",0.84,1.34,0,0.8,0.08,0.16,0,0.09
"35763","tas",0.24,0.57,0.13,0.34,0.16,0.11,0.08,0.12
"35764","tás",0.12,0,0,0.04,0.08,0,0,0.02
"35765","tasa",0.36,0.19,0,0.19,0.08,0.05,0,0.05
"35766","tasas",0.24,0.19,0,0.15,0.16,0.11,0,0.09
"35767","tat",0.48,0.1,0,0.19,0.08,0.05,0,0.05
"35768","tata",0.12,1.15,6.38,2.32,0.08,0.22,0.42,0.23
"35769","tataranietos",0.12,0,0,0.04,0.08,0,0,0.02
"35770","tate",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"35771","tati",3.47,0.67,0,1.37,0.23,0.05,0,0.09
"35772","tatiana",0.12,0.57,0,0.27,0.08,0.05,0,0.05
"35773","tatino",0.12,0,0,0.04,0.08,0,0,0.02
"35774","tatita",0.36,0,0,0.11,0.08,0,0,0.02
"35775","tato",0.12,0.1,5.18,1.56,0.08,0.05,0.17,0.09
"35776","tatú",0.12,0,0,0.04,0.08,0,0,0.02
"35777","tatúa",0.12,0.38,0,0.19,0.08,0.05,0,0.05
"35778","tatuaban",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"35779","tatuado",0.24,0.67,0,0.34,0.08,0.11,0,0.07
"35780","tatuaje",0.72,1.91,0,0.99,0.31,0.27,0,0.21
"35781","tatuajes",0.48,0.67,0.27,0.49,0.23,0.16,0.08,0.16
"35782","tatuajón",0.12,0,0,0.04,0.08,0,0,0.02
"35783","tatuar",0.12,0.29,0.27,0.23,0.08,0.05,0.17,0.09
"35784","tatúe",0.12,0,0,0.04,0.08,0,0,0.02
"35785","tauil",0.12,0,0,0.04,0.08,0,0,0.02
"35786","taura",0.12,0,0,0.04,0.08,0,0,0.02
"35787","tauras",0.12,0,0,0.04,0.08,0,0,0.02
"35788","taxi",4.67,9.47,1.33,5.62,2.19,2.3,0.84,1.86
"35789","taximetrero",0.12,0,0,0.04,0.08,0,0,0.02
"35790","taxis",0.96,0.29,0.27,0.49,0.47,0.05,0.17,0.21
"35791","taxista",1.68,1.63,0.13,1.22,0.39,0.44,0.08,0.33
"35792","tayler",0.12,0,0,0.04,0.08,0,0,0.02
"35793","taylor",0.24,0.57,0.4,0.42,0.08,0.16,0.17,0.14
"35794","taylorismo",0.12,0,0,0.04,0.08,0,0,0.02
"35795","taza",0.36,0.96,1.59,0.95,0.23,0.49,0.34,0.37
"35796","tazas",0.24,0,0,0.08,0.16,0,0,0.05
"35797","tazón",0.12,0.19,0.66,0.3,0.08,0.11,0.17,0.12
"35798","tbc",0.12,0,0,0.04,0.08,0,0,0.02
"35799","tbolista",0.12,0,0,0.04,0.08,0,0,0.02
"35800","tc",0.84,0,0,0.27,0.08,0,0,0.02
"35801","tch",0.12,0.38,0,0.19,0.08,0.05,0,0.05
"35802","tchwok",0.24,0,0,0.08,0.16,0,0,0.05
"35803","te",1033.42,946.43,720.47,909.46,9.77,9.56,9.83,9.7
"35804","té",194.36,217.35,151.48,191.23,9.53,9.23,9.24,9.33
"35805","team",0.12,0.19,0,0.11,0.08,0.05,0,0.05
"35806","teatggos",0.12,0,0,0.04,0.08,0,0,0.02
"35807","teatral",0.12,0.1,0.27,0.15,0.08,0.05,0.08,0.07
"35808","teatrales",0.12,0,0,0.04,0.08,0,0,0.02
"35809","teatralmente",0.12,0,0,0.04,0.08,0,0,0.02
"35810","teatro",6.58,5.74,6.51,6.23,1.56,1.09,1.26,1.28
"35811","teatros",0.24,0.38,0.27,0.3,0.08,0.22,0.17,0.16
"35812","tec",0.24,0.29,0,0.19,0.08,0.05,0,0.05
"35813","techada",0.12,0,0,0.04,0.08,0,0,0.02
"35814","techamos",0.12,0,0,0.04,0.08,0,0,0.02
"35815","techar",0.12,0,0,0.04,0.08,0,0,0.02
"35816","teché",0.12,0,0,0.04,0.08,0,0,0.02
"35817","techito",0.12,0,0,0.04,0.08,0,0,0.02
"35818","techo",2.27,2.2,2.66,2.35,1.25,0.98,1.43,1.19
"35819","techos",0.48,0.19,0.4,0.34,0.31,0.11,0.17,0.19
"35820","tecito",1.2,0.19,0.13,0.49,0.62,0.05,0.08,0.23
"35821","tecla",0.12,0,0.27,0.11,0.08,0,0.08,0.05
"35822","teclado",0.48,0,0,0.15,0.31,0,0,0.09
"35823","teclas",0.48,0,0.13,0.19,0.31,0,0.08,0.12
"35824","teclea",0.12,0,0,0.04,0.08,0,0,0.02
"35825","tecleando",0.12,0,0,0.04,0.08,0,0,0.02
"35826","teclita",0.12,0,0,0.04,0.08,0,0,0.02
"35827","tecnica",0.12,0,0,0.04,0.08,0,0,0.02
"35828","técnica",1.56,0.77,1.59,1.25,0.86,0.44,0.59,0.6
"35829","técnicamente",0.36,0.77,0.4,0.53,0.23,0.33,0.25,0.28
"35830","técnicas",0.48,0.19,0.4,0.34,0.23,0.11,0.25,0.19
"35831","técnico",1.68,0.77,0.66,1.03,0.78,0.33,0.25,0.44
"35832","técnicos",1.2,0.19,0.13,0.49,0.23,0.11,0.08,0.14
"35833","tecnócratas",0.12,0,0,0.04,0.08,0,0,0.02
"35834","tecnología",2.39,0.86,0.27,1.18,0.39,0.44,0.17,0.35
"35835","tecnologías",0.12,0,0,0.04,0.08,0,0,0.02
"35836","tecnológica",0.36,0,0,0.11,0.16,0,0,0.05
"35837","tecnológicas",0.12,0,0,0.04,0.08,0,0,0.02
"35838","tecnológico",0.6,0.1,0,0.23,0.08,0.05,0,0.05
"35839","tecnológicos",0.36,0.1,0,0.15,0.08,0.05,0,0.05
"35840","tecnólogos",0.12,0,0,0.04,0.08,0,0,0.02
"35841","tecnoloía",0.12,0,0,0.04,0.08,0,0,0.02
"35842","tedín",0.12,0,0,0.04,0.08,0,0,0.02
"35843","tedio",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"35844","tediosos",0.12,0,0,0.04,0.08,0,0,0.02
"35845","teee",0.12,0,0,0.04,0.08,0,0,0.02
"35846","teeee",0.12,0,0,0.04,0.08,0,0,0.02
"35847","teeeeee",0.12,0,0,0.04,0.08,0,0,0.02
"35848","teéfono",0.12,0,0,0.04,0.08,0,0,0.02
"35849","teggible",0.12,0,0,0.04,0.08,0,0,0.02
"35850","teggminó",0.12,0,0,0.04,0.08,0,0,0.02
"35851","tegretol",0.12,0,0,0.04,0.08,0,0,0.02
"35852","teilhard",0.12,0,0,0.04,0.08,0,0,0.02
"35853","teípsum",0.12,0,0,0.04,0.08,0,0,0.02
"35854","teja",0.12,0,0.4,0.15,0.08,0,0.08,0.05
"35855","tejado",0.36,0.96,1.59,0.95,0.16,0.38,0.67,0.4
"35856","tejas",0.36,0.19,1.06,0.49,0.23,0.11,0.17,0.16
"35857","tejedor",0.12,0,0,0.04,0.08,0,0,0.02
"35858","tejeira",0.24,0,0,0.08,0.08,0,0,0.02
"35859","tejer",0.6,0.19,0.13,0.3,0.39,0.11,0.08,0.19
"35860","tejes",0.12,0,0,0.04,0.08,0,0,0.02
"35861","tejía",0.12,0,0,0.04,0.08,0,0,0.02
"35862","tejido",0.12,0.19,0.13,0.15,0.08,0.11,0.08,0.09
"35863","tejidos",0.12,0.48,0,0.23,0.08,0.16,0,0.09
"35864","tejiendo",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"35865","tejió",0.12,0,0,0.04,0.08,0,0,0.02
"35866","tejo",0.36,0,0,0.11,0.08,0,0,0.02
"35867","tejugaste",0.12,0,0,0.04,0.08,0,0,0.02
"35868","tel",0.24,0.86,0,0.42,0.16,0.05,0,0.07
"35869","tela",1.56,1.34,1.59,1.48,0.78,0.6,0.84,0.72
"35870","telarañas",0.24,0.19,0.27,0.23,0.16,0.11,0.17,0.14
"35871","telares",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"35872","telas",0.48,0.38,0,0.3,0.23,0.16,0,0.14
"35873","tele",7.18,12.15,2.26,7.75,2.66,2.51,0.92,2.12
"35874","telé",0.36,0,0.27,0.19,0.16,0,0.17,0.09
"35875","telecomunicaciones",0.12,0,0,0.04,0.08,0,0,0.02
"35876","teleconfrencias",0.12,0,0,0.04,0.08,0,0,0.02
"35877","telediarios",0.12,0,0,0.04,0.08,0,0,0.02
"35878","teledirigido",0.12,0,0,0.04,0.08,0,0,0.02
"35879","telefé",0.36,0,0,0.11,0.16,0,0,0.05
"35880","telefón",0.48,0,0,0.15,0.08,0,0,0.02
"35881","telefoneado",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"35882","telefonear",0.12,0.29,0.27,0.23,0.08,0.16,0.17,0.14
"35883","telefonearé",0.12,0,0.53,0.19,0.08,0,0.25,0.09
"35884","telefonearme",0.12,0,0,0.04,0.08,0,0,0.02
"35885","telefoneo",0.12,0,0,0.04,0.08,0,0,0.02
"35886","telefonía",0.12,0,0,0.04,0.08,0,0,0.02
"35887","telefónica",0.84,0.19,0.53,0.49,0.47,0.11,0.25,0.26
"35888","telefónicamente",0.24,0,0.27,0.15,0.16,0,0.17,0.09
"35889","telefónicas",0.12,0.29,0.13,0.19,0.08,0.11,0.08,0.09
"35890","telefónico",0.24,0,0.27,0.15,0.16,0,0.08,0.07
"35891","telefónicos",0.12,0,0,0.04,0.08,0,0,0.02
"35892","telefonito",0.12,0,0,0.04,0.08,0,0,0.02
"35893","telefono",0.48,0,0,0.15,0.16,0,0,0.05
"35894","teléfono",33.87,28.13,15.55,26.35,6.56,4.97,2.94,4.88
"35895","teléfonos",1.56,1.05,1.2,1.25,0.94,0.33,0.59,0.58
"35896","telegráficos",0.12,0,0,0.04,0.08,0,0,0.02
"35897","telegrama",0.36,2.01,2.66,1.67,0.16,0.55,0.59,0.44
"35898","telenovela",0.12,0.1,0.53,0.23,0.08,0.05,0.34,0.14
"35899","telepáticamente",0.12,0,0,0.04,0.08,0,0,0.02
"35900","telescopio",0.12,0.1,0.27,0.15,0.08,0.05,0.17,0.09
"35901","televicio",0.96,0,0,0.3,0.08,0,0,0.02
"35902","televidente",0.12,0,0,0.04,0.08,0,0,0.02
"35903","televidentes",0.36,0.1,0,0.15,0.08,0.05,0,0.05
"35904","televis",0.48,0,0,0.15,0.08,0,0,0.02
"35905","televisión",10.05,7.65,6.25,8.01,2.97,2.19,1.6,2.26
"35906","televisiva",0.24,0,0,0.08,0.16,0,0,0.05
"35907","televisón",0.12,0,0,0.04,0.08,0,0,0.02
"35908","televisor",3.47,0.77,0.27,1.48,1.02,0.38,0.17,0.51
"35909","televisoras",0.12,0,0,0.04,0.08,0,0,0.02
"35910","televisores",0.48,0,0.13,0.19,0.23,0,0.08,0.09
"35911","telmi",0.84,0,0,0.27,0.08,0,0,0.02
"35912","telmo",8.26,0.1,0,2.66,0.08,0.05,0,0.05
"35913","telón",0.48,0.67,0.4,0.53,0.16,0.22,0.25,0.21
"35914","telúrica",0.12,0,0,0.04,0.08,0,0,0.02
"35915","tema",26.09,9.95,3.06,13.1,5.62,2.68,1.68,3.28
"35916","teman",0.12,0,0.27,0.11,0.08,0,0.17,0.07
"35917","temas",3.71,2.68,1.33,2.62,1.56,1.2,0.76,1.19
"35918","temática",0.24,0,0,0.08,0.16,0,0,0.05
"35919","temáticas",0.12,0,0,0.04,0.08,0,0,0.02
"35920","temático",0.12,0.19,0,0.11,0.08,0.05,0,0.05
"35921","temblaban",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"35922","temblamos",0.12,0,0,0.04,0.08,0,0,0.02
"35923","temblando",0.36,0.57,1.59,0.8,0.23,0.33,0.84,0.44
"35924","temblar",0.6,0.38,0.66,0.53,0.31,0.22,0.17,0.23
"35925","temblor",0.48,0.29,0.27,0.34,0.31,0.11,0.17,0.19
"35926","temblorosa",0.24,0,0,0.08,0.16,0,0,0.05
"35927","tembloroso",0.12,0,0,0.04,0.08,0,0,0.02
"35928","teme",0.72,1.05,0.93,0.91,0.39,0.55,0.59,0.51
"35929","temé",0.24,0,0,0.08,0.08,0,0,0.02
"35930","tememos",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"35931","temen",0.12,0.29,0.13,0.19,0.08,0.16,0.08,0.12
"35932","temer",0.12,1.15,0.8,0.72,0.08,0.6,0.5,0.42
"35933","temerás",0.12,0,0,0.04,0.08,0,0,0.02
"35934","temeroso",0.12,0.29,0.13,0.19,0.08,0.11,0.08,0.09
"35935","temes",0.36,0.38,0.53,0.42,0.23,0.22,0.34,0.26
"35936","temés",0.24,0,0,0.08,0.08,0,0,0.02
"35937","temí",0.12,0.19,0.13,0.15,0.08,0.11,0.08,0.09
"35938","temía",0.36,0.77,1.59,0.87,0.23,0.38,0.76,0.44
"35939","temían",0.12,0,0,0.04,0.08,0,0,0.02
"35940","temible",0.24,0,0,0.08,0.08,0,0,0.02
"35941","temibles",0.36,0.1,0.13,0.19,0.16,0.05,0.08,0.09
"35942","temido",0.12,0.1,0.4,0.19,0.08,0.05,0.17,0.09
"35943","temiendo",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"35944","teminado",0.12,0,0,0.04,0.08,0,0,0.02
"35945","temita",0.48,0.48,0,0.34,0.16,0.16,0,0.12
"35946","temo",2.15,3.54,5.45,3.65,1.02,1.69,1.85,1.53
"35947","temor",1.32,0.67,1.99,1.25,0.78,0.33,1.18,0.7
"35948","temores",0.24,0.19,0.53,0.3,0.16,0.11,0.34,0.19
"35949","temperamental",0.24,0,0.13,0.11,0.08,0,0.08,0.05
"35950","temperamento",0.36,0.38,0.53,0.42,0.23,0.16,0.25,0.21
"35951","temperatura",0.72,0.57,0.53,0.61,0.39,0.33,0.34,0.35
"35952","temperley",0.12,0,0,0.04,0.08,0,0,0.02
"35953","tempestad",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"35954","tempestuosos",0.12,0,0,0.04,0.08,0,0,0.02
"35955","templito",0.12,0,0,0.04,0.08,0,0,0.02
"35956","templo",1.56,1.91,2.26,1.9,0.23,0.55,0.84,0.53
"35957","tempo",0.12,0,0.93,0.3,0.08,0,0.42,0.14
